iteration,T_max
1691,-0.1549
1692,-0.1416
1693,-0.2783
1694,-0.0699
1695,-0.3598
1696,-0.2233
1697,-0.0771
1698,0.0007
1699,-0.2292
1700,-0.2292
1701,-0.0699
1702,-0.0771
1703,-0.1549
1704,-0.0771
1705,-0.2292
1706,-0.0771
1707,-0.2233
1708,0.0007
1709,-0.0699
1710,-0.0771
1711,-0.0771
1712,-0.0771
1713,-0.0771
1714,-0.2109
1715,-0.0771
1716,-0.0771
1717,-0.0771
1718,-0.1416
1719,0.0825
1720,-0.1416
1721,-0.1549
1722,-0.0699
1723,-0.0771
1724,-0.0771
1725,-0.2109
1726,0.0007
1727,-0.2783
1728,-0.3033
1729,-0.1416
1730,-0.1416
1731,0.0007
1732,-0.0699
1733,-0.0771
1734,-0.0699
1735,-0.0699
1736,-0.0699
1737,-0.2109
1738,-0.0699
1739,-0.0699
1740,-0.0771
1741,-0.2292
1742,-0.0771
1743,-0.1549
1744,-0.2233
1745,-0.1549
1746,-0.2233
1747,-0.0771
1748,-0.2109
1749,-0.2109
1750,-0.2233
1751,-0.2783
1752,-0.2233
1753,-0.2109
1754,-0.2233
1755,-0.2783
1756,-0.2783
1757,-0.2233
1758,-0.0771
1759,-0.2783
1760,-0.1416
1761,-0.1549
1762,-0.2925
1763,-0.0771
1764,-0.1416
1765,-0.0699
1766,-0.2925
1767,-0.0699
1768,-0.0771
1769,-0.1416
1770,-0.0699
1771,-0.0771
1772,-0.0771
1773,-0.0699
1774,-0.2109
1775,-0.2292
1776,-0.1416
1777,-0.1549
1778,-0.0771
1779,-0.0771
1780,-0.2109
1781,-0.2233
1782,-0.0771
1783,-0.0771
1784,-0.1416
1785,-0.2109
1786,0.0007
1787,0.0007
1788,-0.0699
1789,-0.0699
1790,-0.0699
1791,-0.0699
1792,-0.0771
1793,-0.1549
1794,-0.0699
1795,-0.0771
1796,-0.0699
1797,-0.0699
1798,-0.0771
1799,-0.1416
1800,-0.1416
1801,-0.0771
1802,-0.0771
1803,-0.2292
1804,-0.2292
1805,-0.2233
1806,-0.0771
1807,-0.0699
1808,-0.2109
1809,-0.2233
1810,-0.2233
1811,0.0007
1812,-0.0771
1813,-0.0771
1814,-0.0771
1815,-0.2109
1816,-0.0699
1817,-0.1416
1818,-0.0699
1819,-0.0771
1820,-0.2109
1821,-0.0771
1822,-0.1416
1823,-0.2109
1824,0.0007
1825,0.0825
1826,-0.1549
1827,-0.1416
1828,-0.2292
1829,-0.0771
1830,-0.1549
1831,-0.0699
1832,-0.2109
1833,-0.2109
1834,-0.2109
1835,-0.0771
1836,-0.1549
1837,-0.2292
1838,-0.1416
1839,-0.0771
1840,-0.2109
1841,-0.0699
1842,-0.1416
1843,-0.0699
1844,-0.0771
1845,-0.1416
1846,-0.1416
1847,-0.2292
1848,-0.1549
1849,-0.2292
1850,-0.1549
1851,-0.2109
1852,-0.2292
1853,-0.2292
1854,-0.2109
1855,-0.0699
1856,0.0825
1857,-0.0771
1858,-0.0699
1859,-0.0771
1860,-0.2233
1861,-0.2109
1862,-0.1416
1863,-0.1416
1864,-0.1549
1865,-0.1549
1866,-0.1416
1867,-0.0771
1868,-0.2233
1869,-0.0699
1870,-0.2292
1871,-0.0771
1872,-0.0771
1873,0.0007
1874,-0.0699
1875,0.0007
1876,0.0825
1877,-0.0771
1878,-0.0771
1879,-0.0699
1880,-0.2109
1881,-0.0771
1882,0.0007
1883,-0.2109
1884,-0.2109
1885,0.0825
1886,-0.2292
1887,-0.0699
1888,-0.0699
1889,-0.2109
1890,-0.0699
1891,-0.2292
1892,-0.1549
1893,0.0007
1894,-0.2292
1895,-0.2292
1896,-0.1416
1897,-0.2233
1898,0.0007
1899,-0.1549
1900,-0.2233
1901,-0.0699
1902,-0.0771
1903,-0.1549
1904,-0.2292
1905,-0.3598
1906,-0.0699
1907,-0.2925
1908,-0.0699
1909,-0.3033
1910,-0.2292
1911,0.0007
1912,-0.1416
1913,-0.0699
1914,0.0825
1915,-0.0699
1916,-0.1549
1917,-0.0699
1918,-0.1549
1919,0.0825
1920,-0.0771
1921,-0.0771
1922,-0.1549
1923,-0.0699
1924,-0.1549
1925,-0.1549
1926,-0.1549
1927,-0.2292
1928,-0.0771
1929,-0.0771
1930,-0.0699
1931,-0.2292
1932,-0.1549
1933,-0.2925
1934,-0.1416
1935,-0.0699
1936,-0.2109
1937,-0.1416
1938,-0.1549
1939,-0.0771
1940,-0.1416
1941,-0.0771
1942,-0.0771
1943,-0.0771
1944,0.0007
1945,-0.2292
1946,-0.0771
1947,-0.1549
1948,-0.2233
1949,-0.0771
1950,-0.1416
1951,-0.0699
1952,-0.1416
1953,-0.0771
1954,0.0825
1955,-0.2233
1956,-0.2233
1957,-0.0699
1958,-0.2109
1959,-0.1549
1960,-0.0771
1961,-0.1549
1962,-0.1549
1963,-0.1416
1964,0.0007
1965,-0.0699
1966,0.0825
1967,-0.0699
1968,-0.0771
1969,-0.2292
1970,-0.3033
1971,-0.1416
1972,-0.2233
1973,-0.2109
1974,-0.2292
1975,-0.1549
1976,-0.2109
1977,-0.1416
1978,-0.1416
1979,-0.1549
1980,-0.2233
1981,0.0825
1982,-0.1416
1983,-0.0699
1984,-0.0771
1985,-0.0771
1986,0.0007
1987,-0.2233
1988,-0.0771
1989,-0.0699
1990,-0.0699
1991,-0.1416
1992,-0.0771
1993,-0.0771
1994,-0.2292
1995,-0.1416
1996,-0.2292
1997,-0.0771
1998,-0.0771
1999,-0.1416
2000,-0.0771
